doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text98,relationship,text98_relationship,1,"She 's too scared to leave , he can do whatever he pleases as there are no consequences to his actions","VI13, RE02",,,
text98,victim,text98_victim,1,Scared Feels unable to open up Vulnerable,"VI13, VI13, VI01",,,
text98,victim,text98_victim,2,No confidence,VI03,,,
text99,incident,text99_incident,1,Physical abuse .,"AB01,",,,
text99,incident,text99_incident,3,Mental abuse .,AB02,,,
text99,incident,text99_incident,4,Sexual abuse .,AB03,,,
text99,perpetrator,text99_perpetrator,1,Strong .,PE11,,,
text99,perpetrator,text99_perpetrator,2,Manipulative .,MA02,,,
text99,relationship,text99_relationship,1,In a relationship .,RE04,,,
text99,relationship,text99_relationship,3,Married .,RE04,,,
text99,victim,text99_victim,1,Fragile .,VI01,,,
text99,victim,text99_victim,3,Quiet .,VI08,,,
text99,victim,text99_victim,5,Timid .,VI05,,,
