StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,consent,mf_victim,mf_perpetrator,mf_relationship,mf_incident,mf_meta,fm_victim,fm_perpetrator,fm_relationship,fm_incident,fm_meta,mm_victim,mm_perpetrator,mm_relationship,mm_incident,mm_meta,ff_victim,ff_perpetrator,ff_relationship,ff_incident,ff_meta,gender,age,ethnicity,ethnicity_6_TEXT,sexual_orientation
07.02.2024 16:52,07.02.2024 17:14,100,1336,TRUE,07.02.2024 17:14,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Defenceless.
Unable to retaliate.
Abused.","Aggressive.
Much stronger than victim.
Out of control with anger.","Male dominant.
Female voice is muted.
Consistently violent.","Very damaging.
Leave scars and bruises. 
One-sided.",Slightly difficult,"Quiet.
Doesn't stand up for themself.
Isolated.","Manipulative. 
Self-obsessed.
Lack of self control.","Female dominant.
Male voice muted.","One sided. 
Not prolonged.
Physical and mental abuse.",Slightly difficult,"Defenceless.
Low self esteem.
Reliant.","Manipulative. 
Agressive.
Vioent.","Intense. 
Power hierarchy. 

","Highly intense. 
Physical and verbal.
",Moderately difficult,Quiet. Defenceless. Scared to retaliate. ,Aggressive. Loud and overpowering. Out of control.,Perpetrator dominant. Disconnected. ,Very intense. Loud. Extreme anger.,Difficult,Male,23,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:15,100,1228,TRUE,07.02.2024 17:15,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Quiet, meek, feeble, submissive","Loud, aggressive, dominant","Traditional gender roles, man is in charge, woman does as man says","Man is often drunk, hits and punches woman and house",Not at all difficult,"Meek
Quiet
Housewife 
Submissive","Strong
Dominant 
Breadwinner","Traditional gender roles
Woman does as man tells her
","Man hits woman
Woman hides instances of violence
Man is often drunk",Not at all difficult,"Quiet, submissive","Loud, aggressive, dominant",The victim has taken the more traditionally female role in the relationship ,"Aggressive, alcohol involved, punching",Moderately difficult,"Quiet, submissive ","Aggressive, masculine","Unbalanced, perpetrator takes more traditional male role in relationship","Hitting, hair pulling ",Moderately difficult,Female,42,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:17,100,1270,TRUE,07.02.2024 17:17,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Happy
Efficient
Good career ","Insecure
Lacking self respect
Feel inferior ","Look like perfect couple
Look like a ambitious couple
People envy the relationship ","Emotional
Gas lighting
Physical
Financial ",Not at all difficult,"Quiet
Always trying to please
Mindful of what he says
Avoids looking around when in public","Bully
Over confidence masking insecurities
Looks happy and bubbly
Likable ",He puts her above everything in public happy she drops odd comments to degrade him but passes it of as joking,"Verbal
Physical
Emotional
Gas lighting
Checking on his movements ",Moderately difficult,"Always trying to please
Mindful of what they say or do
Apologises for everything or nothing ","Sly
Nice to everyone
Always happy to please everyone on the surface ","Very affectionate
Outwardly happy and look perfect match
Always happy","Emotional abuse
Controlling
Gas lighting
Physical ",Slightly difficult,"Happy
Looks well
Self sufficient
","Perfect partner at first
Protective
Confident
","Look happy but odd bit of jealously over things
Always seem fun
","Gaslight
Physical
Emotional ",Moderately difficult,Female,43,White,,Heterosexual or Straight
07.02.2024 17:00,07.02.2024 17:17,100,1006,TRUE,07.02.2024 17:17,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Walking on egg shells
Scared
Sad
Down trodden","Controlling
Misogonistic
Angry
Manipulative","Family
Partner
Stranger","Sexual
Physical
Emotional",Not at all difficult,"Confused
in denial
Shame","Angry
Manipulative
","mother
sister
partner
Authority figure","Emotional
Physical",Not at all difficult,"Eager to please
Walking on egg shells
Anxious","controlling
Manipulative
egocentric","Father
brother
Partner
Authority figure","Physical
Emotional
Sexual",Not at all difficult,"Looking for  praise
downtrodden
Not very confident","Controlling
Insecure
Manipulative","Mother
Sister
Partner
","Emotional
Physical",Not at all difficult,Female,42,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:17,100,1323,TRUE,07.02.2024 17:17,EN,I have read and understood the above statement. I choose to participate voluntarily.,"weak, can leave","aggressive, strong",toxic,gradual,Moderately difficult,"weak, small, ","vindictive, strong",toxic,not as bad,Moderately difficult,weak,weak,toxic,gradual,Difficult,"female, weak, can leave","male, angry, possessive, violent, strong","toxic, male power, cheating","gradual, sexual violence,",Moderately difficult,Female,27,White,,Heterosexual or Straight
07.02.2024 17:00,07.02.2024 17:17,100,1050,TRUE,07.02.2024 17:17,EN,I have read and understood the above statement. I choose to participate voluntarily.,"vulnerable, low esteem, gullible, needy. Someone who is desperate to be in a relationship and will be with any guy who will have here. ","A control freak, someone who loves to have power and take charge, possibly someone who was mistreated as a child and is now taking revenge. A bully.","Normal from outside onlookers but different behind closed doors, he makes her do everything, then punishes her for any mistakes, uses her for sex whenever he wants and how he wants it.","Knocks her about and forces her into sex, has sex with her in ways she does not like or want. Causes minor injuries to her but not in places others can see.",Moderately difficult,"Vulnerable, gullible, needy, desperate, weak.","Strong, confident, powerful, hurtful, deceitful, vengeful, Controlling.","Fragile, rocky, up and down, untruthful","Forcing her into sex, hurting her during sex but saying its playful, bondage that gets out of control, role play that is wrong.",Moderately difficult,"Small weak person, low on confidence, low self esteem, powerless. Wanting to please at any cost.",Tough both mentally and physically.  Strong willed. Determined.,"perpetrator controls life of victim in every sense, makes them feel small, puts them down, makes them feel worthless.","perpetrator punishes victim for every little mistake, hurts them both emotionally and physically, destroys there confidence and makes them feel worthless. Has violent sex which hurts but tells them they deserve it.",Difficult,Someone who is desperate to find love and will choose any partner no matter who or what they are. Someone who is weak minded.,"A control freak, someone who likes to be have things done there way and be the dominant partner in the relationship.",Seems normal on the outside and to friends and family but behind closed doors is very different where the perpetrator takes control and dominates the victim.,"Forcing the partner into sex they are not comfortable with, making them feels small and worthless so that that can do what they want with them. Leaving bruises on them by being rough but not in places that other people can see.",Moderately difficult,Male,62,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:18,100,1361,TRUE,07.02.2024 17:18,EN,I have read and understood the above statement. I choose to participate voluntarily.,"female, uneducated, divorced parents, abusive past","male, uneducated, no father figure, substance abuse","volatile, controlled","angry outbursts, breaking of items, smashing victims possessions, locking victim in room",Not at all difficult,"Grew up with bad relationships, no real father figure, mother was absent emotionally","Grew up with abusive family members, was encouraged by family to stand up for herself and cause trouble, lots of trouble as a teenager. ","volatile, he keeps trying but it is never enough. She ridicules him, makes him believe that he is lucky to be with her and that his life would be nothing without her","Humiliates him, perpetrator sets up pranks that result in the victim being hurt  ",Slightly difficult,"small frame, feminine mannerisms, stutter, low self esteem","Gift of the gab, inflated self opinion","emotional abuse, appears to be normal relationship from the outside","controlling the victim, humiliating victim, physical abuse to areas that clothes cover",Moderately difficult,"middle child in a big family, often forgotten, tries hard to please people to get recognition","rough upbringing, no positive attention growing up, so behaved badly to get attention from family and people in authority. ","volatile, perpetrator controls victim","Perpetrator ridicules victim, pulls her hair, marks/scars her and tells victim that they are marks of ownership and she should be grateful that the perpetrator has done it to her ",Slightly difficult,Female,40,White,,Heterosexual or Straight
07.02.2024 16:57,07.02.2024 17:20,100,1400,TRUE,07.02.2024 17:20,EN,I have read and understood the above statement. I choose to participate voluntarily.,"coerced, vulnerable, worthless, ashamed, ","controlling, vindictive, disciplined, sexual, dominance, narcissistic,","toxic, vulnerable, misleading,","disturbing, predictable, patterns, alarming, ",Moderately difficult,ashamed. weak. Not feeling manly. Worried about his reputation. May even have suicidal thoughts as feelings go to the extreme in thinking how have things got to this. ,Disciplined. Controlling. Feel like her partner is clearly beneath her. ,A lack of empathy shown. A lack of care. Masking real feelings from the general public. ,Cruel. Vindictive. ,Moderately difficult,Weaker mentally and physically. Psychological damage to the person. Feel ashamed and becoming more withdrawn from the gay community. Less sociable. ,Controlling. Domineering. A sense of in control and wanting to know when and where his partner is at all times. ,Toxic. Dark. Unsettling. Uneasy. ,A lack of compassion and empathy not seen. ,Moderately difficult,"vulnerable, surprised, shock, guilt, ","controlling, dismissive, self-centred, ",Not in align of perceived gay relationships. A lack of remorse is shown by one partner. A lack of female remorse towards the same sex. ,Alarming. A lack of respect. ,Moderately difficult,Male,39,Other,Mixed: White & Asian ,Heterosexual or Straight
07.02.2024 16:50,07.02.2024 17:20,100,1829,TRUE,07.02.2024 17:20,EN,I have read and understood the above statement. I choose to participate voluntarily.,"feminine, weak, passive, helpless","violent, toxic masculinity",Married,"Physical assault, emotional abuse",Not at all difficult,"Weak, scared, passive","Plotting, abusive, harsh, mean",Dating,"Emotional abuse, screaming",Not at all difficult,"Weak, helpless","Violent, strong, evil",Dating,"Hitting, physical abuse",Slightly difficult,"Weak, feminine, helpless","Masculine, violent, harsh",Friends,"Slapping, shouting, emotional abuse",Slightly difficult,Male,29,White,,Heterosexual or Straight
07.02.2024 16:58,07.02.2024 17:21,100,1381,TRUE,07.02.2024 17:21,EN,I have read and understood the above statement. I choose to participate voluntarily.,Quiet and down-trodden. Very loyal. Dresses down and doesn't wear much makeup. Physically unassuming. ,Slovenly. Quick-tempered and cruel. Unfaithful. Doesn't help around the house. ,The female partner is expected to do all the work around the house. Male partner believes in traditional male and female roles. Male partner exerts coercive control and leaves female partner with very little freedom. ,"Threats of violence, including death-threats. Choking, hair-pulling and hitting. Rape. ",Slightly difficult,"Has a fear of confrontation. Doesn't have strong opinions. Not traditionally ""macho""",Erratic moods with irrational behaviour. Can be very affectionate but equally mean. Likes things done in very particular ways. ,Relationship is unexciting for one or both partners. Female partner makes most of the decisions. ,Screaming and swearing. Pushing and kicking.  ,Slightly difficult,Effeminate. Physically smaller. House proud and tidy. A reserved personality. ,Brash and loud. Short-tempered and overly-dramatic. Acerbic wit. Lazy and demanding. ,Seems great in public. Much more dysfunctional in private. Issues with monogamy.  ,Threats of violence. Sex under duress. Severe emotional abuse. ,Moderately difficult,"Quiet and unassuming, Weak. Passive. ",Butch. Domineering. Presents with more traditionally male characteristics. ,Intense but volatile. One-sided. Kept private. ,Screaming. Throwing of items. Threats of violence. Slapping. ,Difficult,Male,43,White,,Heterosexual or Straight
07.02.2024 16:59,07.02.2024 17:22,100,1426,TRUE,07.02.2024 17:22,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Lost self confidence
helpless
Could be wrong","Aggressive
Intolerant 
","Friendship
Married 
Colleagues","Too much of expectation
Taken granted
Sexual misconduct",Not at all difficult,"Frustrated
Cheated","Double standards
Suspicious
Illogical aggression","Marriage
Friends
Colleagues","Inappropriate expectations
Unethical behaviour
Sexual ",Not at all difficult,"trust broken
helpless
furious","aggressive
Insensitive behaviour
Revengeful ","Friends
Colleagues
Relatives","Financial transactions
Mistrust
Political rivalry ",Not at all difficult,"Wounded
Vulnerable","Habitual 
Aggresive
Insensitive","Superficial
One sided","Emotional intolerance
Suspicious
",Not at all difficult,Male,45,Asian,,Heterosexual or Straight
07.02.2024 16:48,07.02.2024 17:24,100,2201,TRUE,07.02.2024 17:24,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Prone to abuse
No where else to go
Weak spirited
Easily deceived into accepting apology","manipulative
Alcohol abuse
insecure","outwardly appearing normal
Male dominates relationship decisions
","Punches and slaps
Emotional abuse and gaslighting justifying the violent act",Moderately difficult,"Weak minded
Hopelessly in love
Low self-esteem
","Insecure in relationship
Easily driven to aggressive reactions
Abusive childhood
Paranoid","Dysfunctional
Insecure
Not going to end well","Instigated by one rather than both carrying blame
Conducted behind closed doors
Followed up by apology
",Moderately difficult,"Dependant on partner
Insecure and weak","Insecure
Fragile ego
Promiscuous","Fragile, easily broken
Abusive from both sides","Severely violent
",Difficult,"Weak minded
Prone to abuse","Insecure
Suspicious
Jealous
Paranoid
","Intense
Strong bond
","Instigated by one rather than both carrying blame
Hair pulling
Slaps not punches
",Very difficult,Male,52,"Black or African American,Other",Mixed race,Heterosexual or Straight
07.02.2024 17:04,07.02.2024 17:28,100,1436,TRUE,07.02.2024 17:28,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Submissive
Timid and weak
Foolish
Brain washed","Powerful, strong & masculine
Aggressive
Jealous & controlling","Toxic
Controlling
Jealous
Coercive behaviour","Coercive 
Physical abuse
Mental abuse",Not at all difficult,"Embarrassed
Weak & in denial
Easy going","Manipulative
Jealous
Controlling","Coercive
Unhealthy
Mind games","Mental abuse
Coercive interactions, cutting victim off from friends & family
Some physical violence",Slightly difficult,"Weak
Unable to stick up for themselves
","Egotistical
Controlling","Manipulative
Unbalanced","Physical
Treating badly by cheating on victim with another person",Very difficult,"Submissive
Quiet
Timid","Manipulative
Loud & brash
Controlling & jealous","Toxic
Unhealthy, with one partner more dominant","Mental manipulation
Controlling behaviour
",Moderately difficult,Female,46,White,,Heterosexual or Straight
07.02.2024 16:52,07.02.2024 17:28,100,2190,TRUE,07.02.2024 17:28,EN,I have read and understood the above statement. I choose to participate voluntarily.,"weak
suffers beyond the assault, not only physically hurt but mentally battered as well
hopes things will improve
Does what he wants even though she may not want to
","bully
bad upbringing?
Lack of respect
Lower intelligence/education","married/ romantic couple
living together but not always the case
relationship seen by outsiders as toxic
","alcohol or drug related
may not need a trigger
could be quite damaging due to difference in physical capabilities",Slightly difficult,"weak
small
compliant
having a personality problem, not a proper man","Big
Alpha type personality
successful 
Mean
Middle aged or late twenties at least depending on the male, not young
lesbian ","Married
Siblings
wealthy or well educated or both","Triggered by events rather than just alcohol
Throwing items
Slaps and punches, but short lived attacks
accompanied by verbal assault, demeaning insults",Slightly difficult,"weak
undeserving
stoic
blameless
long suffering
","aggressive
violent
coercive
unreasonable
warped or perverted
Maybe stressed in their own life? The violence is a response/outlet","Unbalanced in favour of the perpetrator
possibly long term
poor
","alcohol related
jealous
behind closed doors
not always very bad, sometimes micro aggression
regular or occurring over a long period of time
caused by trigger events/conditions ",Moderately difficult,"rare
small
stupid, uneducated 
needy","big, fat, 
aggressive
controlling
alpha type
","non residential
friends/lovers rather than cohabitating
both part of a larger group
drug and alcohol a significant part. Must also be something else like music?
Master/servant
","Simple punches/slaps/kicks
Triggered by events associated with activities like parties, sex, crime",Difficult,Male,70,White,,Bisexual
07.02.2024 16:56,07.02.2024 17:31,100,2107,TRUE,07.02.2024 17:31,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Trapped in a co-dependent relationship.
Physically small and weak.
Socially isolated.
Against all the evidence she believes the perpetrator will change for the better.","Takes out his grievances on the victim.
Blames the victim for all setbacks.
Demands total compliance.","Based on his aggression and her fear. 
Has lasted several years.","Have escalated over the years.
She doesn't tell anyone about the bruises and scars.",Not at all difficult,"In a relationship with the perpetrator. 
Seeks to avoid confrontation.
Was dominated by his mother and sisters.
Has a white-collar job.","Has unresolved issues regarding an absentee father.
Dislikes men.
Loses her self-control very easily.
Is sexually frustrated.","A long-term marriage or partnership.
No children.","Hitting, biting and throwing things.
Unprovoked aggression.",Not at all difficult,"It took him a while to admit to being gay.
He has a taste for being dominated.
He's younger than the perpetrator by more than 10 years.","Very much a macho man,probably ex-services.
Gets off on bullying the victim.I
Wants to be in control.","Unhealthy.
Unsafe.
Irreparable.","Always happen out of a clear blue sky.
Often involve sexual deviance.",Moderately difficult,"She tries to avoid confrontation.
She used to find the perpetrator 's rages excjting but now they scare her.","Wants to control the victim.
Is jealous of the victim's successes.",Volatile.,"Smashing of treasured possessions.
Scratching and biting.",Difficult,Female,79,White,,Heterosexual or Straight
07.02.2024 17:18,07.02.2024 17:31,100,794,TRUE,07.02.2024 17:31,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Wanting to support them
Tell them to end the relationship
","Weak for attacking a women
Talked about
","Violent
Anger towards each other","Fighting
Smashing things
Shouting",Slightly difficult,"Weak for letting a women attack them
Sorry for them","Violent
Short fuse","Anger
No longer want to be together
Hostile","Smashing stuff
Fighting
Throwing things",Slightly difficult,"Hurt or abused
Did no wrong doing
Feel sorry for","Guilty
A bad person
Violent","Hatred
Anger towards each other","Fighting
Assault",Slightly difficult,"Support
Probably fight back","Loud
Violent",Anger,"Hair pulling
Shouting",Moderately difficult,Male,31,White,,Heterosexual or Straight
07.02.2024 16:50,07.02.2024 17:43,100,3196,TRUE,07.02.2024 17:43,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Trained to try to placate  
Low self-esteem
Dependent
Poor support from family of origin and from current friends
Ashamed of situation so tries to cover up
Responsibilities e.g. for children, or lack of income or cultural beliefs about male/female relationships keeps her in place

","Entitled and narcissisticd
Mood swings
Poor self control
Low regard/respect for opposite sex
Alcohol consumption
May have family experience of abusive relationships or cultural/societal beliefs about male/female relationships which tend to reinforce this type of behaviour
Keeps company with those with similar attitudes","Marriage or co-habitation or within nuclear family or simply a 'romantic' relationship which does not involve co-habitation
","Attacking partner or family member because of something which happens outside of that relationship e.g. football team losing, boss being unpleasant at work, fall out with friends. Attacks triggered by alcohol or by people being together more than usual e.g. during public and religious holidays or events such as lock down. Financial difficulties can also lead to violence. Attacks covered up by stories of 'accidents' such as falling downstairs or walking into a door. In some cases the perpetrator will actually be proud of partner having bruises or a black eye or fractures and not attempt to cover up.",Not at all difficult,"Embarrassed which may prevent victim from trying to get out of the relationship or situation
Dependent on the other person in some way e.g. home comforts, provision of care for children, financial or emotionally needy
Trained by previous family or social experience to accept a subservient role or situation in which you never quite know where you are
May have strong social/cultural/religious inhibitions against violence against a female combined with lack of experience of dominant/violent female and thus feel paralysed by the situation.
Fear that if 'fights back' will be seen as the aggressor even though it is not the case
May have been 'trained' in family of origin to accept female violence.

","Entitled and narcissistic
Lacks emotional control
Resents the others dependence while also demanding it
May have previous family or social experience where female violence is the norm.
Drink or drugs problem
","Marriage, co-habitation, within nuclear family situation, or 'romantic' relationship. Boss/employee. Teacher/student.","Physical attacks
Denigrating the other person in public or before other family members or before other employees or students.
Taking advantage of financial disparities to keep the other person under their control
Threatening low marks or poor references
Preventing the other person from fighting back by threatening to report them as the aggressor",Not at all difficult,"Embarrassed by situation and therefore paralysed by it.
Emotionally dependent or dependent on the other for money or accommodation
Previous experience of violence within family or society so has been trained to accept it.
Cultural or religious or societal beliefs that make this person feel they must be responsible for the violence.
Has been trained to placate others so cannot switch to assertion","Entitled and narcissistic
Lacks emotional control and low threshold for frustration
Likes to dominate situations and may enjoy the fear of the other
Social, cultural, religious or previous family experience may have trained the perpetrator to respond to difficulties with violence.
May be dependent on the other in some ways which increases frustration and tendency to violence","Partners in a formal relationship e.g. marriage, civil partnership, or simply a 'romantic' relationship or a within nuclear family relationship e.g. brother violent towards brother or father violent towards son or vice versa. Could also be within a friendship or fan type group or work colleagues or teacher/student.",Conflict or frustration dealt with by physical attack. Denigrating the other in public or family or boss/employer or teacher/student relationships. Using power over other by ability to control finances or prevent promotion or inclusion,Not at all difficult,Emotionally dependent. Embarassed by situation so tries to cover up. May be financially dependent or dependent for provision of housing or employment or promotion or inclusion in a group. May have cultural/societal/family of origin/religious concepts which make them prone to placate or accept rather than react. May have been 'trained' by previous experience to accept violence as part of love or as part of relationships of whatever type. If looks larger/stronger than the perpetrator may fear that if violence is reported the aggressor will acuse them of being the aggressor,"Entitled. Narcissistic. Mood swings and poor emotional control. Behaviour affected by drink or drugs. Enjoy dominance and the fear of the victim. Need to control at any cost. May be influenced by family, societal, religious, cultural beliefs and experience.","Partners e.g. marriage, civil partnership, co-habiting or employee/boss, or student/teacher or gang leader or position of power sanctioned by employment e.g. police/public.","Any form of frustration or problem dealt with by violence. Denigrating the other person in public or before family, other employees or students. Controlling the other via withdrawal of financial support of likelihood or poor reference or threatening poor grades",Not at all difficult,Female,73,White,,Heterosexual or Straight
07.02.2024 17:45,07.02.2024 18:00,100,899,TRUE,07.02.2024 18:00,EN,I have read and understood the above statement. I choose to participate voluntarily.,"vulnerable, traumatised, broken, detatched from others","scary, aggressive, controlling","controlling, imbalanced, one sided","fighting, shouting, throwing items",Slightly difficult,"vulnerable, isolated, traumatised, scared, embarrassed","violent, controlling, shouting, aggressive","controlling and coersive, imbalanced, fearful","hitting, punching, kicking, scratching",Slightly difficult,"scared, quiet, isolated, vulnerable, traumatised","aggressive, violent, traumatised ",controlling and coersive ,"throwing things, hitting, punching, abuse",Slightly difficult,"vulnerable, isolated, fearful","aggressive, controlling, traumatised, experienced abuse","fraught, eggshells, fearful","hitting, punching , kicking, scratching, throwing things",Slightly difficult,Female,34,White,,Gay or Lesbian
07.02.2024 18:00,07.02.2024 18:08,100,473,TRUE,07.02.2024 18:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Scared
Punished
Submissive
Unhappy","Violent
Bully
Dominant
Nasty","Weak
One sided
Unfair
Unstable",,Moderately difficult,"Scared
Submissive
Weak","Aggressive 
Dominant
Violent
","Strained
One sided
Unhappy","Physical abuse
Verbal abuse
",Difficult,"Scared
Submissive
Upset
Unhappy","Nasty
Abusive violent selfish uncaring","One sided
Unhappy
Unstable
Fear","Slap
Punch
Hitdegrade",Moderately difficult,"Scared
Submissive
Weak ","Dominant
Masculine 
Nasty
Abusive","One sided
Unhappy
Unstable","Hit
Spit
Slap
Degrade 
Pull hair",Moderately difficult,Male,58,White,,Heterosexual or Straight
07.02.2024 17:47,07.02.2024 18:12,100,1498,TRUE,07.02.2024 18:12,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Low self esteem
Self blame
Confusion about the blame","Controlling behavior
Possessiveness
Jealousy","Manipulation
fear
physical violence","Choking
Verbal insults
Rape",Not at all difficult,"Feeling shame
Embarrassment
Confusion","Controlling Behavior
Manipulation
Emotional Abuse","Emotional manipulation
victimization
Fear of searching for help","Hitting
slapping 
Kicking",Difficult,"Assumptions that the victim is weak
Submissive
unable to defend himself","Controlling behavior
jealousy
Possessiveness
low self esteem
","Isolation
Fear
manipulation","Intimidation
Threats
Punching
Forced sexual acts",Slightly difficult,"Controlling behavior
Emotional Manipulation
Desire for control of power
","Possessiveness
Gaslighting
Demeaning","Threats
Coercion 
fear","Hitting 
Slapping
Using of objects as weapons",Moderately difficult,Female,34,Black or African American,,Heterosexual or Straight
07.02.2024 15:20,07.02.2024 15:27,22,422,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 17:46,07.02.2024 17:46,22,56,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:44,07.02.2024 16:50,22,341,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:53,07.02.2024 17:00,54,441,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,"Scared of partner
Worried people will see them as not masculine
Loves their partner and tries hard for them
Feels that they can't leave or escape","Controlling
Financially manipulative
Jokes to others about how they treat their partner","Carefully controlled presentation of relationship to others
No reciprocation in affection from perpetrator
","Angry outbursts from perpetrator ('snapping')
Bullying from perpetrator
Mean words and psychological harm
Throwing things",Moderately difficult,"Vulnerable
Nervous
Naive
Making excuses for their partner's behaviour to others","Manipulative
Controlling
Mean
Charming in front of other people","Co-dependent
Looks great to other people on the outside
Stuck together","Regret from perpetrator afterwards and apology
Insistent that they are one-off issues
Hidden from the public
Out of the blue
Walking on eggshells",Moderately difficult,,,,,,,,,,
07.02.2024 16:55,07.02.2024 16:59,54,254,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Female, weak, ","Male, older, ",Husband and wife,"Verbal abuse, physical abuse",Very difficult,"Weak, timid ",Loud,Walking on eggshells ,"Verbal abuse, lashing out",Very difficult,,,,,,,,,,,,,,,
07.02.2024 16:56,07.02.2024 16:56,22,25,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:39,07.02.2024 16:40,22,64,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:56,07.02.2024 16:57,5,36,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:40,07.02.2024 16:49,54,511,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Week
Timid
Scared
","Narcissist 
Violent 
Manipulative 
Frightening 
Uncaring 
Selfish 
","Broken 
1 sided ","Violence 
Rape 
Mental Health 

",Moderately difficult,"Scared 
Helpless 
Afraid to speak out 
Won't hit back ","Pretending to be a nice person 
Manipulation 
Violance",Awful,"Hitting 
Punching 
Slapping ",Slightly difficult,,,,,,,,,,,,,,,
07.02.2024 16:44,07.02.2024 16:52,54,515,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,"Timid
Physically weaker
Reserved/quiet","Emotional
Impulsive 
Physically stronger
Controlling","Perpetrator more likely to be the dominant one
","May occur under influence of drugs/alcohol
",Very difficult,"Timid
Physically weak

","Physically stronger/bigger than victim
Controlling
Emotional
Impulsive","Perpetrator likely to be the dominant half of the relationship
Finances controlled by the perpetrator","Likely to follow from verbal altercations
May occur under the influence of substances (alcohol, drugs)",Difficult,,,,,
07.02.2024 16:45,07.02.2024 16:46,5,64,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:51,07.02.2024 16:54,22,211,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:58,07.02.2024 16:59,22,79,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:54,07.02.2024 16:56,22,93,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:56,07.02.2024 16:57,22,61,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:52,07.02.2024 16:53,22,28,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:46,07.02.2024 16:47,22,60,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.2024 16:55,07.02.2024 17:18,70,1366,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,"fearful, doesn't always listen, may be vindictive, 
people pleaser","drinks Stella Artois, wears a white vest, had a bad/non-existent father figure, poor communicator ",either he uses his strength to try to control her or she is manipulative or vindictive knowing she'll get him angry because she likes it until he takes it too far.,"He assaults her because he doesn't like chicken casserole.
",Difficult,"male, weak, unconfident, unwilling to do do the right thing and leave","female, controlling, perhaps narcissistic, doesn't see her partner as an equal","He is tired of the relationship but feels trapped, she enjoys being in control","She physically takes her anger out on him whenever he might make an innocent mistake because she knows he wouldn't hit her back.
",Difficult,"softer and more avoidant of confrontation
less willing to stand up for themselves",more prone to emotional outbursts,hot and cold. Could be great for a while but then turn nasty and back to good,not using protection,Very difficult,,,,,,,,,,
07.02.2024 16:48,07.02.2024 16:55,22,366,FALSE,07.02.2024 18:41,EN,I have read and understood the above statement. I choose to participate voluntarily.,,,,,,,,,,,,,,,,,,,,,,,,,
